,Close,High,Low,Open,Volume,daily_return,ma_10,ma_50,ma_spread,volatility_10,rsi_14,volume_change,price_position,target,lr_pred,rf_pred,lr_proba,rf_proba,signal,strategy_return,buyhold_return,strategy_cumulative,buyhold_cumulative
2022-02-01,170.2753591337895,171.08754730875657,168.61184784118433,170.86248779296875,86213900,0.0226256996375013,162.0683655417949,166.4999678281887,-0.0266162350912089,0.0206692806264597,52.19995357508287,-0.2538280584655223,0.6355175057656844,1,1,1,0.5301236355899693,0.5125889429602144,0,0.0,0.0226256996375013,0.9710928141922551,0.9880195266055023
2022-02-02,170.99949834473722,172.10525095182186,169.6099763158955,172.06610107421875,84914300,0.0042527539782122,162.53317237296466,166.8346279065171,-0.0257827501851875,0.0203461122855174,48.06226150039492,-0.015074135377242,0.7644206092780444,0,1,1,0.5820771600439373,0.5768790975007763,1,0.00404011627930159,0.0042527539782122,0.975016142079586,0.9922213305778252
2022-02-03,170.73523917530864,172.45747493667412,168.42588980272237,169.18914794921875,89418100,-0.0015453797934297,163.2670725298415,167.08513264722973,-0.0228509865413901,0.0191213352636797,48.15753991028495,0.0530393585061643,0.904315213166274,0,1,1,0.610148528826831,0.5654687293568444,1,-0.0014681108037582148,-0.0015453797934297,0.9735847103475603,0.9906879717829403
2022-02-04,168.20943659012812,170.58052881162243,167.22965185244007,168.90509033203125,82465400,-0.0147936805394172,163.99889745714725,167.29608105026958,-0.0197086720287941,0.0190598472326376,50.83596729159985,-0.0777549511787881,0.7537198026566401,1,1,1,0.6368162589910479,0.6152473670257649,1,-0.01405399651244634,-0.0147936805394172,0.9599019542237647,0.9760320504141403
2022-02-07,169.36555780513737,170.43351937589156,167.49416572772904,168.1898193359375,77251200,0.0068731055667603,165.27689082747128,167.5373925182569,-0.0134925204266819,0.0155514653218221,52.28015571290863,-0.0632289420775258,0.8226509812035064,0,1,1,0.5816159326693973,0.571458830091246,1,0.006529450288422285,0.0068731055667603,0.9661695863156282,0.9827404217331782
2022-02-08,168.2583925780297,171.80522273077705,167.96445422996524,171.2957305908203,74829200,-0.0065371332959059,166.54593346740256,167.77965512919872,-0.0073532256389854,0.015555410289717,52.86131197580783,-0.0313522637836046,0.7566386955021068,1,1,1,0.6069539370153609,0.5924692958610361,1,-0.0062102766311106046,-0.0065371332959059,0.9601694059120425,0.9763161166010337
2022-02-09,172.4910539110368,173.07891560572492,171.36429283315064,172.71640014648438,71285000,0.0251557219117268,167.7959482465838,168.11048459837482,-0.0018710097263859,0.0151049438740633,63.14253661268038,-0.0473638633046992,1.0,0,1,1,0.5389897320377716,0.5540524274346866,1,0.02389793581614046,0.0251557219117268,0.9831154727471502,1.0008760533281864
2022-02-10,170.61968723864308,171.93259499604034,168.08204874852603,168.64051818847656,90865900,-0.0108490650962043,168.96157012654643,168.39175322532444,0.0033838765278459,0.0156194320907739,64.32051480501293,0.2746847162797223,0.8894193127168073,0,1,1,0.5966351146725871,0.6014150244565991,1,-0.010306611841394085,-0.0108490650962043,0.9729828831742767,0.9900174838723969
2022-02-11,168.846288443205,169.5811269216294,164.64300397443432,165.2308807373047,98670700,-0.0103938696884238,169.63085123776236,168.4909686419944,0.0067652444813819,0.0158026482939943,69.50171237851433,0.085893608053186,0.7846276326470284,0,1,1,0.5939860708509629,0.6404533548299668,1,-0.00987417620400261,-0.0103938696884238,0.9633754787423354,0.9797273711557659
2022-02-14,163.98653444619794,166.15186486791518,163.19291135712115,165.4660186767578,86185500,-0.0287821191796096,169.37870476662133,168.66403768626887,0.0042372226477929,0.016695293531905,61.93211358144431,-0.1265340166837775,0.4974605344273692,1,1,1,0.6348915927228093,0.6654440880072866,0,-0.0,-0.0287821191796096,0.9633754787423354,0.951528741195635
2022-02-15,167.5137815362162,169.45375094241317,166.80833539753965,169.29698181152344,62527400,0.0215093702780546,169.102547006864,168.80431767370067,0.0017667162621978,0.0165196084378697,60.94037709788072,-0.2745020914190902,0.7058886384359446,1,1,1,0.533192727066582,0.5953834554155855,1,0.020433901764151868,0.0215093702780546,0.9830609986369492,0.9719955252202231
2022-02-16,168.37596721528965,169.83583650795123,166.612352178537,169.0618133544922,61177400,0.0051469537083255,168.84019389391926,168.95655815650412,-0.0006887229702978,0.0165566527337745,63.75453160501977,-0.0215905347095832,0.7568359414760891,0,1,1,0.5616993418643031,0.6386998032961408,1,0.004889606022909224,0.0051469537083255,0.9878677796167716,0.9769983411932311
2022-02-17,167.57254946752525,168.43476465088062,165.06430342539218,165.4660186767578,69589300,-0.0047715702012101,168.52392492314092,168.9989854864393,-0.0028110261249851,0.0165907297882238,58.512683316487205,0.1375001225942913,0.7093612867043115,0,1,1,0.574304493909494,0.6132684622593452,1,-0.004532991691149595,-0.0047715702012101,0.9833897831798144,0.9723365250217618
2022-02-18,166.3870301609273,167.0924613280084,162.83040723152354,163.91796875,82772700,-0.007074662946676,168.34168428022082,168.95801200214194,-0.0036478158959002,0.0160880833957083,49.78896141522696,0.1894457912351468,0.6393079178776635,0,1,1,0.5749309146227682,0.5501393578758179,1,-0.0067209297993422,-0.007074662946676,0.9767804894816725,0.9654575718364906
2022-02-22,161.6448765238355,163.32031494834902,158.87208401329053,160.99822998046875,91162800,-0.028500740908142,167.56961615209065,168.76778859156457,-0.0070995327335456,0.0179523124858228,35.438794006794765,0.1013631305974072,0.3590899273962254,1,1,1,0.6206400251244442,0.6380535682757601,0,-0.0,-0.028500740908142,0.9767804894816725,0.9379413157237749
2022-02-23,162.19352949330056,162.7911986729469,156.52058346872764,156.83412170410156,90009200,0.0033941871914768,166.96312984361774,168.58266665050226,-0.0096067812845912,0.0181017733196759,35.05421435054734,-0.0126542844230321,0.2387758747460575,0,1,1,0.5240667029327618,0.5246796182560979,0,0.0,0.0033941871914768,0.9767804894816725,0.9411248641239616
2022-02-24,149.4955202088952,159.55791116992768,148.9272434071185,159.45013427734375,141147500,-0.0782892469513086,164.66357647340357,168.02792197081777,-0.0200225382659824,0.0271780805235848,24.65031388213255,0.5681452562626932,0.0,1,1,1,0.679655853722422,0.5922594214254395,0,-0.0,-0.0782892469513086,0.9767804894816725,0.867444907224544
2022-02-25,160.52789462372328,161.78201763247694,157.61793335879435,161.51748657226562,91974200,0.0737973579369615,163.6543972119116,167.80870447681372,-0.0247562084330143,0.0388819577555054,42.3794267906509,-0.3483823659646823,0.4797616162220507,0,0,0,0.3766981733630151,0.4327599810967277,0,0.0,0.0737973579369615,0.9767804894816725,0.9314600495335881
2022-02-28,159.76367431641097,162.07596656799925,159.1464052349538,161.7820281982422,95056600,-0.0047606698455968,162.74613579923215,167.57694321536837,-0.0288273990648445,0.0388422969476405,40.39967684440581,0.0335137462462298,0.4465281928446606,1,1,1,0.5673436643840875,0.5110219734106601,0,-0.0,-0.0047606698455968,0.9767804894816725,0.9270256757633955
2022-03-01,161.37054073052644,163.23214067260645,158.69573262543918,159.90086364746094,83474400,0.0100577707729296,162.48453642766503,167.29570868519863,-0.0287584917470107,0.0381165554461607,43.1814016082462,-0.121845300589333,0.5164055192389518,0,1,1,0.54560436915358,0.5056341266365952,0,0.0,0.0100577707729296,0.9767804894816725,0.9363494875108439
2022-03-02,161.06680119053394,163.97676285442304,159.6559088746692,163.19293212890625,79724800,-0.0018822490066493,161.8398383930968,167.19138585859358,-0.0320085119099555,0.0372940509289024,37.73666694110095,-0.0449191608445224,0.5031968873399575,1,1,1,0.5768645882876361,0.5112101291702696,0,-0.0,-0.0018822490066493,0.9767804894816725,0.9345870446180999
2022-03-03,165.06433685396212,165.49544453294706,162.20336719835964,162.86961364746094,76678400,0.0248191162541266,161.50867535696403,167.19930570640648,-0.034035011840509,0.0382938775888829,44.296949134987486,-0.0382114473789837,0.6770365431273717,0,1,0,0.5154725410529101,0.418739577591929,0,0.0,0.0248191162541266,0.9767804894816725,0.9577826691280773
2022-03-04,161.16475211398938,162.2033212553789,158.82306783943153,159.87142944335938,83737200,-0.0236246351834487,160.86789562161047,167.06504173726304,-0.0370942122374026,0.038941250308657,42.44408243109651,0.092057215591353,0.5074564502935376,0,1,1,0.6228471700545449,0.5326772206527103,0,-0.0,-0.0236246351834487,0.9767804894816725,0.9351554029848967
2022-03-07,160.05760426701897,161.6840502038395,155.82492784594277,156.07968139648438,96418800,-0.0068696649388158,160.23495303221964,166.87967067597938,-0.0398174182441995,0.0389390415627962,45.8272701194032,0.1514452358091744,0.4593102380198343,0,1,0,0.5605939720060944,0.4980095070525563,0,-0.0,-0.0068696649388158,0.9767804894816725,0.9287311987006672
2022-03-08,155.60938587479396,159.58730866544224,152.65043241487157,154.2572784423828,131148300,-0.0277913593208867,159.6314039673155,166.55034111836082,-0.041542617712973,0.0388884126193257,37.59949121739136,0.3601942774645608,0.2658718751689323,1,1,1,0.5837105639020801,0.5011087067319145,0,-0.0,-0.0277913593208867,0.9767804894816725,0.9029204962450591
2022-03-09,158.21558423430952,160.1065759424101,156.187438255504,159.65586853027344,91454900,0.0167483365149487,159.23360944141638,166.24886812142302,-0.0421973319835351,0.0393631601496534,39.78725394633437,-0.3026604233527998,0.3792068554861249,0,1,0,0.5295896495968277,0.4770797993577193,0,0.0,0.0167483365149487,0.9767804894816725,0.9180429125624159
2022-03-10,156.9614757494235,157.14763719865718,152.82678391494153,155.31544494628906,105342000,-0.0079265799949816,159.9802049954692,165.86222962546762,-0.0354633158090337,0.0291244142467101,39.43000747970222,0.1518464292235846,0.3534319497670349,0,1,1,0.5556393247228291,0.5148570970117676,0,-0.0,-0.0079265799949816,0.9767804894816725,0.910765971977164
2022-03-11,155.7171269987306,156.0600575177212,151.37668929729986,151.60203552246094,96970100,-0.007927733507548,159.49912823296995,165.46694865109666,-0.0360665405797168,0.0164728696254477,39.38384828342769,-0.0794735243302766,0.3215173017681139,0,1,1,0.5743955643987075,0.5588274774947142,1,-0.007531346832170599,-0.007927733507548,0.9694240168364887,0.9035456620635861
2022-03-14,148.38837253642478,151.00439558659642,147.06567231572745,147.5751495361328,108732100,-0.0470645368531976,158.36159805497132,164.92235292133512,-0.0397808711199575,0.0216254670204945,37.455938406790814,0.121295120867154,0.0,0,1,1,0.6269831545562397,0.6995981643627881,0,-0.0,-0.0470645368531976,0.9694240168364887,0.8610207039528477
2022-03-15,147.8494883910694,152.4250955746164,147.34001116939965,151.9547882080078,92964300,-0.003631579322181,157.00949282102562,164.39398697329727,-0.044919490598346,0.0208342261265474,36.42433882403733,-0.1450151335254262,0.0,1,1,1,0.5286039347074905,0.5892942999585572,1,-0.0034500003560719496,-0.003631579322181,0.9660795036332182,0.8578938389684028
2022-03-16,153.8751690879972,156.76553056777536,151.3375306500096,156.3638153076172,102300200,0.0407555059033384,156.29032961077195,163.99122290966088,-0.0469591796576282,0.0260520502635793,54.7442273596603,0.1004245715828549,0.2935564715472671,1,0,0,0.3978059762446258,0.457057071885373,0,0.0,0.0407555059033384,0.9660795036332182,0.8928577363869171
2022-03-17,155.40363939181822,157.74532403885397,154.4434546489776,157.3730010986328,75615400,0.0099331835856306,155.32425986455755,163.52508860587116,-0.0501502785366426,0.0245907274582116,43.00991835970347,-0.2608479748817696,0.3830110839014988,1,1,1,0.5455663946324152,0.5125100722955818,0,0.0,0.0099331835856306,0.9660795036332182,0.901726656198299
2022-03-18,157.2652308625226,161.15497717032517,156.53039236533564,160.6650848388672,123511700,0.0119790725493291,154.93430773941088,163.15528936470028,-0.0503874661820682,0.0242891635118464,46.69090236220644,0.633419911816905,0.5079283212601156,1,0,0,0.4675673244361764,0.4845756202620982,0,0.0,0.0119790725493291,0.9660795036332182,0.9125285052325623
2022-03-21,160.2045664067095,162.9871658912754,159.71467413165345,162.03677368164062,95811400,0.0186903076291311,154.9490039533799,162.97951117936577,-0.0492731090422032,0.0250729890015044,48.50835852951096,-0.2242726802400096,0.7176989122077923,1,1,0,0.5560479481205055,0.4959057059365963,0,0.0,0.0186903076291311,0.9660795036332182,0.9295839437157102
2022-03-22,162.1641422669517,165.99510360566663,161.57628048257416,165.40724182128906,81532000,0.0122317103949924,155.6044795925957,162.8392062924434,-0.0444286536674394,0.0232016023521455,51.34677994911625,-0.1490365447117984,0.8315294733344937,1,1,1,0.5797380141040115,0.5573517548139771,1,0.011620124875242778,0.0122317103949924,0.9773054681048488,0.9409543453030758
2022-03-23,164.59398150898377,169.14997284411103,164.26084346132168,166.76910400390625,98062700,0.0149838256970034,156.24231932006313,162.82206237646722,-0.0404106357601023,0.0231035803898363,49.399624109890105,0.202751067065692,0.97267734618796,1,1,1,0.5586762918079795,0.5299614282577005,0,0.0,0.0149838256970034,0.9773054681048488,0.955053441201935
2022-03-24,167.60194065734933,170.61967882805246,166.76913277034842,170.5511016845703,90131400,0.0182750251302559,157.3063658108557,162.8016686109412,-0.0337545852384228,0.0230609274418108,58.40800625696149,-0.0808798860320998,1.0,1,1,1,0.5703002385854933,0.5524509955311637,1,0.017361273873743106,0.0182750251302559,0.9942727359949238,0.9725070668406378
2022-03-25,170.36494232979024,171.73663471959298,169.25778100424003,171.18795776367188,80546200,0.0164854992824317,158.77114734396167,162.7621659612387,-0.0245205548458201,0.0226138158646866,62.904831105155566,-0.1063469556669485,1.0,0,1,1,0.5725534053381232,0.5740222427673405,1,0.015661224318310116,0.0164854992824317,1.0098442643469203,0.9885393313931989
2022-03-28,168.6895021580393,172.1775327221898,168.52294058057433,172.0501708984375,90371900,-0.0098344186828511,160.8012603061231,162.69580844936726,-0.0116447261997764,0.0135634892337664,67.5982159724839,0.1219883743739618,0.9255871022493746,1,1,1,0.6116876284500592,0.628712532368311,1,-0.009342697748708544,-0.0098344186828511,1.00040959461186,0.9788176217238126
2022-03-29,173.11815452599345,175.391247170357,172.7752239137561,175.34226989746094,100589400,0.0262532778347113,163.32812691961553,162.80491856419033,0.0032137134433005,0.012763802141237,69.11289567672699,0.1130605863105678,1.0,1,1,1,0.5143949180413636,0.5394539666302987,0,0.0,0.0262532778347113,1.00040959461186,1.0045147926964393
2022-03-30,174.9405154603071,175.97908457885987,173.12790825883917,174.17628479003906,92633200,0.0105266887768262,165.4346615568465,162.94714842187486,0.0152657665940332,0.0093718393932966,72.72726847119847,-0.0790958092999858,1.0,0,1,1,0.574019709397045,0.5199534957317276,0,0.0,0.0105266887768262,1.00040959461186,1.015089007290873
2022-03-31,174.2448693810398,174.4310308254092,170.8744083575564,171.08016967773438,103049300,-0.0039764721021708,167.31878455576867,163.10501720883482,0.0258346887118663,0.0107940623200635,73.75035397206368,0.1124445663109987,0.9743219008460102,0,1,1,0.5920291525558072,0.5363230273927012,0,-0.0,-0.0039764721021708,1.00040959461186,1.0110525341721606
2022-04-01,170.51191638497735,171.3447392929013,168.46417011530542,170.7862548828125,78751300,-0.0214236035145413,168.64345310801414,163.24733078440357,0.0330548885404876,0.0149995244834211,81.23965627873449,-0.2357900538868289,0.8365289339525083,1,1,1,0.6466192884939789,0.6056048832986853,0,-0.0,-0.0214236035145413,1.00040959461186,0.989392145547684
2022-04-04,171.04101704135246,174.88177115423625,170.91364025013027,174.83277893066406,76468400,0.0031030127840478,169.72709817147842,163.45032737888923,0.0384017021760941,0.0145951604038367,82.75675992060084,-0.0289887278051282,0.8560594100405082,1,1,1,0.5589613363934692,0.5250370793358088,0,0.0,0.0031030127840478,1.00040959461186,0.992462242023755
2022-04-05,173.9117489626708,174.6955795536943,170.8940109049415,171.5210723876953,73401800,0.0167838800948212,170.90185884105034,163.7968498761047,0.0433769573121818,0.0148568083320094,81.06961104298642,-0.0401028398658792,0.9620255631133128,0,1,1,0.5349769298981406,0.5180847912667741,0,0.0,0.0167838800948212,1.00040959461186,1.0091196092925192
2022-04-06,168.87565359700926,170.1199840728932,166.69073839236123,168.3563690185547,89058800,-0.0289577638986455,171.33002604985293,164.06300362447055,0.044294095956064,0.018357551018887,68.84077450789064,0.2133053957804849,0.7761302350111124,0,1,1,0.6288602105990777,0.627128019346032,0,-0.0,-0.0289577638986455,1.00040959461186,0.9798977619011331
2022-04-07,167.69992580849703,169.85544881098227,166.41641045043957,168.6601104736328,77594700,-0.0069620917134561,171.3398245649677,164.21718401825598,0.0433732960974406,0.0177052010421596,64.87847208357468,-0.1287250670343638,0.7327310761122129,1,1,1,0.5963301973377636,0.6366135182890416,1,-0.006613987127783294,-0.0069620917134561,0.9937928984305864,0.9730756238129671
2022-04-08,168.30737316185164,168.30737316185164,165.77952746373003,166.6515350341797,76575500,0.0036222279194582,171.1340676481738,164.4040621127127,0.0409357618599908,0.0168365012036239,62.376543010660974,-0.0131349177198958,0.7551535317763018,0,1,1,0.5606555945848679,0.6215025351982719,1,0.00344111652348529,0.0036222279194582,0.9972126555942983,0.9766003255052866
2022-04-11,165.29944535757966,165.612968615415,162.1543306146452,162.39927673339844,72246700,-0.0178716341878821,170.79506196812787,164.46698147324335,0.0384762974196982,0.0174800346369348,54.6403722323939,-0.0565298300370222,0.6441231231991558,0,1,1,0.6188257067810163,0.5602991572202142,1,-0.016978052478487993,-0.0178716341878821,0.9802819267954059,0.9591468817400896
2022-04-12,164.62344455786572,166.4360374486833,163.2713367639219,164.27072143554688,79265200,-0.0040895527401897,169.94559097131508,164.4292903812485,0.0335481627225682,0.0144170989086381,50.045994266809,0.0971463056444099,0.5102349270647164,0,1,1,0.5525913739376141,0.5152450636746568,0,-0.0,-0.0040895527401897,0.9802819267954059,0.9552243999816249
2022-04-13,164.00616044006455,167.58236861722455,163.39869870978032,166.95530700683594,70618900,-0.0037496731978792,168.85215546929084,164.30390640737403,0.0276819289411166,0.0133871137029556,43.9339103098603,-0.109080655823741,0.4403222407763223,1,1,1,0.568244141132781,0.5045822912762156,0,-0.0,-0.0037496731978792,0.9802819267954059,0.9516426206510535
2022-04-14,167.17083120352376,167.80770011623432,161.70363174912274,161.94857788085938,75329400,0.0192960481177517,168.14475165153922,164.22733306454975,0.0238536333379396,0.0156736130522074,44.68357695286854,0.0667031063921981,0.5604209814105497,0,0,0,0.4995648703598701,0.49916325762856,0,0.0,0.0192960481177517,0.9802819267954059,0.9700055624500397
2022-04-18,160.60625594535696,163.23208589340007,160.26334037791807,161.73301696777344,69023900,-0.0392686643411773,167.15418560757718,164.02475339995073,0.0190790240055766,0.0186145767248232,38.42909058634427,-0.0837056979081208,0.027259156311307,1,1,1,0.6189416581334254,0.689437390581176,0,-0.0,-0.0392686643411773,0.9802819267954059,0.9319147396091142
2022-04-19,161.68405307765963,164.42745284930518,160.59649161266293,164.01593017578125,67723800,0.0067108041710988,166.2184892112079,163.8942457297013,0.0141813611036704,0.0188401024624159,31.89564577679696,-0.0188355048034086,0.0751902901701032,1,0,1,0.4923082705754324,0.536527905326308,0,0.0,0.0067108041710988,0.9802819267954059,0.9381686369307916
2022-04-20,165.34843439183405,165.4660187034269,162.742218865016,163.849365234375,67929800,0.0226638387919082,165.36215775412424,163.81390326143529,0.0094513009083121,0.0196839311030778,35.6493362202406,0.0030417667053532,0.3308282818188939,1,0,0,0.4747274903527125,0.439831537007074,0,0.0,0.0226638387919082,0.9802819267954059,0.9594311396778153
2022-04-21,165.49540922825548,168.06243992326603,162.55605562621574,163.0557403564453,87227800,0.0008888795165313,165.02413331724884,163.7586435944398,0.0077277736004159,0.0177964354727012,36.69148744726693,0.28408739610598,0.3410816776268981,0,1,0,0.5130004142447896,0.4542457970423365,0,0.0,0.0008888795165313,0.9802819267954059,0.9602839583653974
2022-04-22,163.0949398073809,164.47642463552896,158.23520194954875,158.5193328857422,84882400,-0.0145047492982949,164.56363471713723,163.5707213123667,0.0060702392017603,0.0181914086145793,38.24164814728304,-0.0268882168299555,0.1736178879298464,0,1,1,0.5640560138303713,0.5621090300392726,1,-0.013779511833380154,-0.0145047492982949,0.96677412038508,0.946355280294133
2022-04-25,157.8628653370747,159.87142644375086,155.25665006996203,159.58729553222656,96046400,-0.032079931336223,163.51918393465957,163.31558487433531,0.0012466603262689,0.0202184517934001,31.81930615397676,0.1315231426067122,0.0,1,1,1,0.5834095551899466,0.7133058990154088,0,-0.0,-0.032079931336223,0.96677412038508,0.9159962678826251
2022-04-26,158.97005703556184,159.0582340646371,153.55184919980582,153.63023376464844,95623200,0.0070136298116914,162.88624510245774,163.11806024618244,-0.0014211494630014,0.0201536887558887,28.331944926584,-0.0044062036682269,0.0648327896693999,0,0,1,0.4940013240550919,0.5174880053464497,0,0.0,0.0070136298116914,0.96677412038508,0.9224207266144447
2022-04-27,152.75823050166923,156.55978483050606,152.2389458259476,153.40489196777344,88063200,-0.039075450117647,161.6997236968381,162.89349416729186,-0.0073285337548702,0.0230544637652649,27.39767599815039,-0.0790603117235148,0.0,1,1,1,0.6272530097502702,0.6864079309457993,0,-0.0,-0.039075450117647,0.96677412038508,0.8863767215241383
2022-04-28,156.0306565149034,161.19412418503478,155.71711834920524,160.3319091796875,130216800,0.0214222566109025,160.902173304322,162.66383166686563,-0.0108300557320665,0.0247836659204604,34.54444305352669,0.4786744065625596,0.1523005078461127,1,0,0,0.4129682260760337,0.4216940485310642,0,0.0,0.0214222566109025,0.96677412038508,0.9053649111065589
2022-04-29,158.568327600733,162.84018882642286,154.07112011517893,154.46302795410156,131747600,0.0162639262213655,160.04192294404294,162.4676788745745,-0.0149306985077582,0.0244741764009793,37.72841033743367,0.0117557795921878,0.2746633903846875,0,0,0,0.4862375487880451,0.4764236368826733,0,0.0,0.0162639262213655,0.96677412038508,0.9200896992242091
2022-05-02,153.54199334464877,155.03125461082482,150.17153319957092,154.7667236328125,123055300,-0.0316982232967751,159.3354966839721,162.18706775211697,-0.0175819879332371,0.023389309313871,35.90222675423706,-0.06597691343144,0.0370511810800874,1,1,1,0.6039953197609681,0.6535475043254718,0,-0.0,-0.0316982232967751,0.96677412038508,0.8909244904851376
2022-05-03,154.9529271796167,157.46118829235783,153.15993453329665,156.25604248046875,88966500,0.009189237447249,158.6623840941678,161.95838569249076,-0.0203509165902718,0.0235309387021466,38.60538931485422,-0.2770201689809378,0.103750904701437,1,1,1,0.5117125907577529,0.5522323878625959,1,0.008729775574886548,0.009189237447249,0.9752138414876501,0.8991114071757749
2022-05-04,156.4421664548319,163.11449553252916,156.04045128046997,162.66380310058594,108256500,0.0096109141164459,157.77175730046758,161.85433149111068,-0.0252237561579704,0.022213164879791,41.26692012032453,0.2168231862555005,0.2285685454412239,1,0,1,0.4783818008716601,0.5359356117689169,0,0.0,0.0096109141164459,0.9752138414876501,0.9077526896912581
2022-05-05,160.5376906280676,160.76303686900772,151.8175999162394,153.60081481933594,130525300,0.0261791578705743,157.2759854404488,161.821214713806,-0.0280879690675651,0.0243341172475649,42.50279437641444,0.2057040454845666,0.5003144093802467,0,0,0,0.4663097567573717,0.4856038952795139,0,0.0,0.0261791578705743,0.9752138414876501,0.9315168906621241
2022-05-06,153.0807759379822,156.44638259515347,151.28513392702433,154.32693481445312,116124600,-0.0464496197803263,156.27456905350894,161.89291982838776,-0.0347041166521332,0.0278839528012757,41.66239725372175,-0.1103288021555973,0.0207436154752715,0,1,1,0.6436624861607692,0.6785291113294493,0,-0.0,-0.0464496197803263,0.9752138414876501,0.8882482852719166
2022-05-09,152.02101820173502,152.90412873322438,148.6456204167706,149.2049102783203,131577900,-0.0069228662433519,155.69038433997497,161.722782299948,-0.0373008544262162,0.0263589394277315,39.289884072808135,0.133075162368697,0.0,1,1,1,0.5075194314385163,0.5623893474472401,1,-0.006576722931184304,-0.0069228662433519,0.96880013025353,0.8820990612020924
